[[[[4.09240170e-01, 6.35010319e-01, 6.26560923e-01,
          8.59793345e-02, 6.17872994e-01, 6.97966664e-01,
          3.63043899e-01, 5.39636890e-01, 6.86823229e-01,
          5.53865591e-01, 1.08167224e-01, 3.87690568e-01,
          4.34887177e-01, 6.31472416e-01, 1.22553675e-01,
          1.52414134e-01, 2.07539926e-01, 5.17171236e-01,
          3.11513044e-01, 4.80924323e-01, 2.98004825e-01,
          3.11546488e-01, 9.67439382e-02, 9.73356264e-01,
          6.26017047e-01, 7.18673712e-01, 8.68192275e-01,
          4.02849561e-01, 4.92060385e-01, 5.22150472e-01,
          3.84763436e-01, 4.61287945e-01, 5.14193328e-01,
          6.88466128e-01, 3.56658521e-02, 1.91931937e-01,
          2.72387806e-01, 4.34986551e-01, 8.87847521e-01,
          3.57177752e-01, 5.29207919e-01, 1.70305367e-01,
          2.33650403e-01, 1.38002898e-01, 5.68467426e-02,
          2.24486623e-01, 9.34537870e-01, 8.48216787e-01,
          8.74271491e-01, 3.69648968e-01, 5.32487586e-01,
          2.45031104e-01, 5.09551055e-01, 7.93419703e-01,
          6.26330038e-01],
         [7.24974887e-01, 8.47922944e-01, 5.03703310e-02,
          6.69166481e-01, 6.74144739e-01, 2.87533399e-01,
          4.89979210e-01, 6.11983213e-01, 5.94096383e-01,
          3.60915073e-01, 8.88592361e-01, 1.87843018e-02,
          2.41070797e-01, 3.98634609e-01, 5.48063341e-01,
          9.93356728e-01, 7.88251458e-02, 7.15226315e-01,
          7.69051559e-01, 5.08689833e-01, 6.38111152e-01,
          2.21027008e-01, 3.90256886e-01, 6.21144445e-01,
          1.28457633e-01, 2.70425908e-01, 1.83745214e-01,
          8.05103221e-01, 6.24169941e-01, 7.62750480e-01,
          7.84894579e-01, 5.79508274e-01, 1.13758623e-01,
          8.11139206e-01, 1.99330211e-01, 1.26505070e-01,
          9.98806536e-01, 3.97162715e-01, 4.59418870e-01,
          3.47274861e-01, 3.81965604e-01, 2.92574623e-01,
          8.26088614e-01, 3.34585315e-01, 3.19881864e-01,
          8.29159971e-01, 7.13223818e-01, 2.92941635e-01,
          2.42743411e-01, 4.65402097e-01, 1.93507282e-01,
          3.72126515e-02, 7.86135269e-01, 9.95013046e-02,
          9.20907755e-01],
         [3.50823731e-01, 3.47812553e-01, 6.03621216e-01,
          8.94772656e-02, 5.30050676e-01, 4.79153284e-01,
          2.87782529e-01, 9.69965312e-01, 6.84387669e-01,
          1.40759033e-01, 7.00665434e-01, 1.41263169e-01,
          1.44679983e-01, 5.29999442e-01, 6.04319002e-01,
          2.09326410e-01, 3.64924164e-01, 6.53675999e-01,
          5.52108402e-01, 9.14281101e-01, 3.58484547e-01,
          5.79165658e-01, 8.96711262e-01, 4.75354450e-01,
          8.67282928e-01, 9.15715591e-02, 9.24210553e-01,
          1.80455813e-01, 2.33662969e-01, 1.84800689e-01,
          1.25455002e-01, 5.98850693e-01, 3.52426771e-01,
          3.98925384e-01, 6.56662797e-01, 8.43257503e-01,
          3.29097249e-01, 2.98947958e-01, 6.17593364e-02,
          4.54246442e-01, 6.15660949e-01, 4.93739730e-01,
          4.01385398e-01, 8.08756155e-01, 2.75932409e-01,
          7.59142857e-01, 5.22243223e-02, 2.93541393e-01,
          3.42956634e-01, 5.55183177e-01, 6.20928107e-01,
          1.22344437e-01, 2.22816905e-01, 7.56496611e-01,
          3.80510686e-01],
         [2.81254229e-01, 7.42635067e-01, 8.35493706e-01,
          7.80826802e-01, 7.53042576e-01, 6.27517520e-02,
          4.90393855e-01, 8.87837161e-01, 6.74941764e-01,
          5.36307894e-01, 5.97242128e-01, 1.80616674e-01,
          2.42456723e-01, 9.63835827e-01, 9.84193668e-01,
          2.65134106e-01, 2.31048048e-01, 7.14415798e-01,
          7.89005577e-01, 1.71834536e-01, 1.19767228e-01,
          7.81976932e-01, 1.22435964e-02, 4.51083450e-02,
          1.54254557e-01, 1.94981046e-01, 6.37968336e-01,
          5.76830373e-01, 8.96886597e-01, 9.99073027e-01,
          3.17544829e-01, 1.81680436e-01, 4.06565268e-01,
          2.76128871e-01, 5.34199286e-01, 1.87892566e-01,
          8.69593069e-01, 8.32178947e-01, 5.77483808e-01,
          6.42968583e-04, 1.92207154e-01, 4.78272584e-01,
          4.63763335e-01, 2.56833297e-01, 5.20547719e-01,
          9.52175653e-01, 8.10897091e-01, 1.90989670e-01,
          4.41100500e-01, 1.43027259e-01, 5.20639495e-01,
          7.14793383e-01, 6.38048880e-02, 6.07000519e-01,
          7.58633728e-01],
         [2.56342451e-01, 6.81141488e-01, 5.56188873e-01,
          4.89627851e-01, 4.98453708e-01, 1.03912942e-01,
          6.57014143e-01, 1.01049578e-01, 4.97681685e-02,
          6.50812180e-01, 8.87586810e-01, 2.75446008e-01,
          4.31341317e-01, 4.10291498e-02, 2.46477614e-01,
          1.64679948e-01, 9.72345772e-01, 4.46933800e-02,
          5.75636647e-01, 1.05373953e-01, 9.21005735e-03,
          2.08178698e-01, 8.31713479e-01, 9.93775320e-01,
          5.48288188e-02, 7.12748225e-01, 8.93948890e-01,
          1.27907781e-01, 2.70515179e-01, 3.01164688e-01,
          6.20574648e-01, 5.85636385e-01, 2.69008966e-01,
          8.39251103e-01, 5.16595613e-01, 3.90497961e-01,
          1.05598826e-01, 6.73396658e-01, 9.88498187e-01,
          8.67085557e-01, 4.81174352e-01, 2.75708591e-01,
          2.00124136e-01, 2.33501335e-01, 4.48383061e-01,
          3.38756519e-01, 6.96553218e-01, 2.18615632e-01,
          6.45118322e-01, 7.43283946e-01, 6.96188304e-01,
          4.42462114e-01, 8.82810590e-01, 4.71692957e-01,
          6.32431678e-01],
         [1.83179754e-01, 9.73566284e-02, 8.54849813e-01,
          3.04854192e-01, 1.57558877e-01, 8.88804406e-01,
          7.08688263e-01, 9.56361056e-01, 8.53266913e-01,
          1.67567637e-01, 9.73777074e-01, 9.24330880e-01,
          6.13173151e-01, 1.21059974e-01, 6.39159976e-01,
          1.05508156e-01, 9.01743112e-01, 8.40613886e-01,
          9.84850671e-01, 6.01035938e-01, 4.61706709e-01,
          4.14501033e-01, 4.49988589e-02, 2.92855312e-01,
          4.72261927e-01, 6.94808468e-01, 5.94027437e-01,
          1.67016531e-01, 9.27462605e-01, 1.41919477e-01,
          1.26965347e-01, 8.70619895e-01, 4.11639493e-01,
          7.71926933e-01, 1.06281601e-02, 5.45025565e-01,
          6.05679865e-01, 4.64963203e-01, 8.04778163e-01,
          2.85560181e-01, 5.58583706e-01, 7.39553469e-01,
          8.61003645e-01, 1.55733671e-01, 1.11451691e-01,
          5.56927008e-01, 8.35240668e-01, 6.80141097e-01,
          5.23271168e-01, 3.04509793e-01, 8.84093260e-01,
          4.01638491e-01, 9.75255221e-02, 2.83088281e-01,
          5.97982599e-01],
         [6.89166592e-01, 4.73728235e-01, 3.83931971e-01,
          9.79303647e-01, 3.59727004e-01, 8.16163396e-01,
          5.32789346e-01, 1.04438813e-01, 2.66517275e-01,
          4.14820746e-02, 3.87905742e-01, 4.51681726e-02,
          9.30873262e-01, 6.68762346e-01, 3.85533012e-01,
          3.45056913e-01, 9.50119471e-01, 4.39836096e-02,
          1.96864102e-01, 2.87749679e-01, 7.30119883e-01,
          1.06846986e-01, 3.04584972e-01, 2.06024977e-01,
          5.38335804e-01, 6.08868533e-01, 1.08583592e-01,
          2.90150755e-01, 2.10970034e-01, 5.66225807e-01,
          1.54665370e-01, 3.37899958e-01, 7.91494576e-01,
          4.58146572e-01, 1.83561015e-01, 5.70482708e-01,
          8.31812139e-01, 8.73138612e-01, 4.86465694e-01,
          9.83666818e-03, 7.43038879e-01, 3.36479590e-01,
          9.54402293e-01, 4.94858516e-01, 9.40282008e-01,
          8.14893566e-01, 6.01934661e-01, 3.12166069e-01,
          8.91578098e-02, 5.46224094e-01, 5.72741039e-01,
          8.71529213e-01, 1.13062762e-01, 7.17919433e-01,
          1.74177491e-01],
         [7.47204254e-02, 2.98498814e-01, 9.34414566e-01,
          2.80616813e-01, 5.50261804e-01, 1.73387977e-01,
          3.98529304e-01, 7.53778804e-01, 8.55620903e-01,
          5.20425885e-01, 4.59647281e-02, 4.47744740e-01,
          6.62726198e-01, 7.87443945e-01, 4.56176781e-01,
          1.61803689e-01, 1.14123725e-01, 2.66750519e-01,
          8.78646162e-01, 1.56866188e-01, 8.50776471e-01,
          2.40493319e-01, 9.87697389e-01, 7.81309443e-01,
          1.44701137e-02, 3.70378449e-01, 9.11594678e-01,
          1.02674613e-01, 6.91079581e-01, 4.31123480e-01,
          1.46254981e-02, 3.26186542e-01, 8.95059203e-01,
          4.12329458e-01, 9.33871055e-01, 2.40512223e-01,
          2.38691570e-02, 6.65779802e-01, 3.33114449e-01,
          8.71444779e-01, 6.53091194e-01, 3.84716331e-01,
          1.55325230e-01, 8.11980817e-01, 1.54382522e-01,
          9.30137973e-01, 6.46990400e-01, 7.32311915e-01,
          9.76291889e-01, 1.27453249e-01, 4.18897271e-02,
          8.17329443e-01, 8.18265800e-01, 9.94185594e-01,
          5.84224342e-01],
         [5.34290778e-02, 3.67718765e-01, 4.66934075e-01,
          2.56043521e-01, 1.40329384e-01, 5.35896888e-02,
          6.78890632e-01, 9.85959968e-01, 8.91521515e-01,
          9.97753579e-01, 7.18450192e-01, 5.24085161e-01,
          3.07736052e-01, 7.75180646e-01, 5.85503170e-01,
          8.63591563e-01, 2.56942440e-01, 9.44260978e-02,
